Summary,Sentiment,Rate
wrost product 30 type of seeds germination rate is 0 and 10 type of seeds is 25,neutral,2.0
good working but 1 screw was loose and dont tightennot a major issue,neutral,4.0
the ball os quite good but it os hard on the feet thank u flipkart for on time delivery like u always do,neutral,4.0
overall product is up to mark but mic reception quality suld be increased also some noise is coming through speakersgood product so far,neutral,4.0
product is nice but lil bit small only companient for 32inch led,neutral,4.0
must have this product if you are using ink printer,neutral,5.0
overall nice product but the packaging was very bad they have putted 2 pair in one pouch,neutral,3.0
ok good but my expectations r not reach speed is slow,neutral,3.0
i ordered for a pack of 5 but the actual product has only 3 pieces,neutral,2.0
used less but so far so goodneed to try more by utilising this lock down period,neutral,5.0
greatmust buy good productbut ecom delivery boys behaviour is worst,neutral,4.0
bro all features are good sound good but sometimes it hangs no power off and not so loud,neutral,3.0
product quality is not so good at this price point outside in the market i can get better deal but anyway decent quality fabric,neutral,3.0
products is very good but delivery time delivery partner very very bed i am reting for haf ster delivery partner time,neutral,5.0
does the work of automatic machine under 15000if you have more budget than 15000 choose another better model,neutral,3.0
size is littel bit extra you know what i am talking right,neutral,5.0
it was only ok ok as the company says that it would be long lasting the kajal doesnt perform gud,neutral,2.0
quality of table very poortired of replacing repeated supplying poorly finished product,neutral,2.0
searching for my daughter for long tym finally got on flipkart nice product n received on tym thank u flipkartn ekart both,neutral,5.0
its quality is very light and its take more time to cook its ok but something improvement,neutral,3.0
its very nice to got that before the date and its very safe but only one thing is bad we hav to join all the thing before use and its difficult to handle for novice,neutral,4.0
product quality good but adaptor not work properly with same device,neutral,3.0
average quality somewhere to increase durability suitable to use for a week,neutral,4.0
quality is goodbut the dial is small than the picture and than i expected,neutral,5.0
the color of the material is not same as displayed too heavy for wall mounted,neutral,2.0
fibers will start sticking to your feet end up cleaning the floor everyday to get rid of the cloth fibers,neutral,1.0
its a good investment but incase you want a softer rubberised touch go for a cosco no 5 football but even this is good for training,neutral,5.0
okay for small housesonly 15 minutes continuously uses you have to off the vaccum cleaner after that,neutral,3.0
little bit complex to set up with google home appbut once its done then performs very well,neutral,4.0
i like the product bt build quality is not good,neutral,4.0
size too big guuz so much bigger than expected it can occupy 2man sitting place,neutral,5.0
it is only 1 days to too early to pass any comment,neutral,4.0
good for home but picco foot is not given please charge for this and send it to us,neutral,3.0
defaulty product automatically getting switched off think twice before buying it from flipkart or any ifb product,neutral,1.0
am slightly very disappoint the size of the clothe is small but nice product,neutral,3.0
after two days not working return process is very slow,neutral,1.0
super but 2 plate is broken you not well paking next you do well ok,neutral,5.0
rubber quality is not very good but also a good product,neutral,4.0
quality of ballon is besti suggest all when u required ballon then must buy this,neutral,5.0
printing quality is good and compatible to canon pixma 4570 printer print only 150 pages but mentioned that it will print 400 pages so disappointed by this issue otherwise okk,neutral,4.0
not suitable for hot milk it may split but you can use for hot water for a long time 24 hours approximately,neutral,4.0
cycle was ok ok and brake and rims was so badthe brake was making unpleasant sound,neutral,3.0
best product its original but product price same as market,neutral,5.0
everything is good but sound quality is really disappointing us,neutral,5.0
good dress but unfortunately size unfit so i am returned,neutral,5.0
product is good but no demo no link for guidance,neutral,5.0
according to the price it is worth but buy a better productits weight is approximately 1 or two k g,neutral,3.0
display its just like lcd tv and image can not zoomif you want to zoom some content imgso not possible please dont buy if you want to zoom any content image,neutral,1.0
the camera doesnt connect to wifi 24ghz at alli tried with mobile hotspot it worksservice center takes a very long turnaround time to get back and flipkart after sales service is very nastyworst experience,neutral,1.0
